Date,Price,Open,High,Low,Vol.,Change %,Swing (Day),Swing Ratio (Day),3 M High,3 M Low,Swing Ratio (M),Log Swing Ratio (M),YR HIGH,YR Low,Swing Ratio (YR),Swing Ratio (YR) log,LN(Price,,,,,,,,,,,,
3/9/2012,4.9,4.9,4.9,4.8,32.72K,-1.42%,0.1,0.020408163,7.2,3,0.821025195,-0.085643515,31.9,0.6,4.767757282,0.678314138,1.589235205,600,6.396929655,0.69019608,,,,,,,,,
3/10/2012,4.8,4.9,4.9,4.8,28.07K,0.00%,0.1,0.020618557,7.2,3,0.818358952,-0.087056162,31.9,0.6,4.76001,0.677607865,1.568615918,601,6.398594935,0.681241237,,,,,,,,,
3/11/2012,4.9,4.8,5,4.8,42.44K,1.66%,0.2,0.041237113,7.2,3,0.81518223,-0.088745296,31.9,0.6,4.752090179,0.676884674,1.589235205,602,6.400257445,0.69019608,,,,,,,,,
3/12/2012,4.9,4.9,4.9,4.9,22.05K,0.00%,0,0,7.2,3,0.81237911,-0.090241253,31.9,0.6,4.74419667,0.676162684,1.589235205,603,6.401917197,0.69019608,,,,,,,,,
3/13/2012,5.3,4.9,5.4,4.9,127.33K,7.77%,0.5,0.098039216,7.2,3.1,0.789473684,-0.102662342,31.9,0.6,4.735544041,0.67536988,1.667706821,604,6.403574198,0.72427587,,,,,,,,,
3/14/2012,5.4,5.3,5.4,5.3,62.89K,2.09%,0.1,0.018691589,7.2,3.2,0.766609881,-0.115425587,31.9,0.6,4.726727348,0.674560552,1.686398954,605,6.405228458,0.73239376,,,,,,,,,
3/15/2012,5.3,5.4,5.4,5.3,41.08K,-0.93%,0.1,0.018691589,7.2,3.2,0.763196947,-0.117363375,31.9,0.6,4.718138267,0.673770664,1.667706821,606,6.406879986,0.72427587,,,,,,,,,
3/16/2012,5.3,5.3,5.4,5.3,32.72K,0.00%,0.1,0.018867925,7.2,3.2,0.759814268,-0.119292556,31.9,0.6,4.709386207,0.672964308,1.667706821,607,6.408528791,0.72427587,,,,,,,,,
3/17/2012,5.2,5.3,5.4,5.2,39.10K,-2.25%,0.2,0.038095238,7.2,3.2,0.756620429,-0.121121937,31.9,0.6,4.700859976,0.672177315,1.648658626,608,6.410174882,0.716003344,,,,,,,,,
3/18/2012,5.3,5.2,5.3,5.2,22.86K,1.15%,0.1,0.019047619,7.2,3.5,0.697236181,-0.156620085,31.9,0.6,4.692171842,0.671373909,1.667706821,609,6.411818268,0.72427587,,,,,,,,,
3/19/2012,4.7,5.3,5.3,4.5,188.89K,-11.17%,0.8,0.16,7.2,3.5,0.696215764,-0.157256147,31.9,0.6,4.684475972,0.670661016,1.547562509,610,6.413458957,0.672097858,,,,,,,,,
3/20/2012,4.8,4.7,4.9,4.6,66.34K,3.20%,0.3,0.063157895,7.2,3.5,0.69490818,-0.158072576,31.9,0.6,4.676805305,0.669949291,1.568615918,611,6.415096959,0.681241237,,,,,,,,,
3/21/2012,4.8,4.8,4.9,4.8,46.44K,0.00%,0.1,0.020833333,7.2,3.8,0.637367215,-0.195610279,31.9,0.6,4.669159719,0.66923873,1.568615918,612,6.416732283,0.681241237,,,,,,,,,
3/22/2012,4.7,4.8,4.9,4.6,58.07K,-2.29%,0.3,0.063157895,7.2,3.8,0.636439268,-0.196243033,31.9,0.6,4.661729302,0.668547051,1.547562509,613,6.418364936,0.672097858,,,,,,,,,
3/23/2012,4.7,4.7,4.8,4.6,54.13K,0.00%,0.2,0.042553191,7.2,3.8,0.63538206,-0.196965052,31.9,0.6,4.654512121,0.667874166,1.547562509,614,6.419994928,0.672097858,,,,,,,,,
3/24/2012,4.7,4.7,4.7,4.6,39.07K,0.00%,0.1,0.021276596,7.2,3.8,0.634723086,-0.197415705,31.9,0.6,4.647317252,0.667202321,1.547562509,615,6.421622268,0.672097858,,,,,,,,,
3/25/2012,4.6,4.7,4.7,4.3,71.56K,-2.78%,0.4,0.086021505,7.2,3.9,0.615288999,-0.21092085,31.9,0.6,4.640333063,0.666549153,1.526056303,616,6.423246964,0.662757832,,,,,,,,,
3/26/2012,4.6,4.6,4.7,4.5,69.84K,1.54%,0.2,0.043478261,7.2,3.9,0.614652318,-0.211370476,31.9,0.6,4.633181929,0.665879354,1.526056303,617,6.424869024,0.662757832,,,,,,,,,
3/27/2012,4.8,4.6,4.8,4.5,73.43K,4.11%,0.3,0.063829787,7.2,3.9,0.613890037,-0.211909415,31.9,0.6,4.625678193,0.665175416,1.568615918,618,6.426488457,0.681241237,,,,,,,,,
3/28/2012,4.8,4.8,4.8,4.7,38.02K,0.00%,0.1,0.020833333,7.2,3.9,0.613129645,-0.212447685,31.9,0.6,4.618198723,0.664472617,1.568615918,619,6.428105273,0.681241237,,,,,,,,,
3/29/2012,4.8,4.8,4.9,4.7,37.98K,0.00%,0.2,0.041666667,7.2,3.9,0.612497422,-0.212895735,31.9,0.6,4.610743401,0.663770953,1.568615918,620,6.429719478,0.681241237,,,,,,,,,
3/30/2012,4.9,4.8,4.9,4.7,39.07K,1.04%,0.2,0.041237113,7.2,3.9,0.612244898,-0.213074825,31.9,0.6,4.603126637,0.663052923,1.589235205,621,6.431331082,0.69019608,,,,,,,,,
3/31/2012,4.9,4.9,4.9,4.8,35.53K,0.00%,0.1,0.020408163,7.2,3.9,0.612750155,-0.21271657,31.9,0.6,4.595534996,0.662336078,1.589235205,622,6.432940093,0.69019608,,,,,,,,,
4/1/2012,4.8,4.9,4.9,4.7,35.95K,-1.63%,0.2,0.041237113,7.2,3.9,0.613256246,-0.21235802,31.9,0.6,4.58815261,0.661637855,1.568615918,623,6.434546519,0.681241237,,,,,,,,,
4/2/2012,5,4.8,5.1,4.8,80.66K,2.90%,0.3,0.06122449,7.2,3.9,0.613129645,-0.212447685,31.9,0.6,4.58042659,0.660905927,1.609437912,624,6.436150368,0.698970004,,,,,,,,,
4/3/2012,4.9,5,5,4.8,78.48K,0.00%,0.2,0.04040404,7.2,3.9,0.614016953,-0.211819638,31.9,0.6,4.572726545,0.660175231,1.589235205,625,6.43775165,0.69019608,,,,,,,,,
4/4/2012,4.9,4.9,5,4.9,51.04K,0.00%,0.1,0.020408163,7.2,3.9,0.616566328,-0.210020197,31.9,0.7,4.550467514,0.658056018,1.589235205,626,6.439350371,0.69019608,,,,,,,,,
4/5/2012,4.9,4.9,4.9,4.9,33.81K,0.00%,0,0,7.2,3.9,0.618878933,-0.208394301,31.9,0.7,4.542843466,0.657327772,1.589235205,627,6.440946541,0.69019608,,,,,,,,,
4/6/2012,4.9,4.9,5,4.9,58.21K,0.00%,0.1,0.020408163,7.2,3.9,0.621338912,-0.206671447,31.9,0.7,4.535425545,0.656618042,1.589235205,628,6.442540166,0.69019608,,,,,,,,,
4/7/2012,4.7,4.9,4.9,4.7,80.95K,-5.25%,0.2,0.041666667,7.2,3.9,0.624474348,-0.204485397,31.9,0.7,4.52839192,0.655944007,1.547562509,629,6.444131257,0.672097858,,,,,,,,,
4/8/2012,4.8,4.7,4.8,4.6,41.97K,2.13%,0.2,0.042105263,7.2,3.9,0.626450116,-0.203113506,31.9,0.7,4.521021081,0.655236532,1.568615918,630,6.445719819,0.681241237,,,,,,,,,
4/9/2012,4.9,4.8,4.9,4.7,39.24K,1.67%,0.2,0.041237113,7.2,3.9,0.628438426,-0.201737268,31.9,0.7,4.513495303,0.654512995,1.589235205,631,6.447305863,0.69019608,,,,,,,,,
4/10/2012,4.8,4.9,4.9,4.8,53.10K,0.00%,0.1,0.020618557,7.2,3.9,0.631243358,-0.199803178,31.9,0.8,4.49190772,0.652430826,1.568615918,632,6.448889394,0.681241237,,,,,,,,,
4/11/2012,4.9,4.8,5,4.8,67.04K,1.86%,0.2,0.041237113,7.2,3.9,0.633802817,-0.198045835,31.9,0.9,4.470388369,0.650345254,1.589235205,633,6.450470422,0.69019608,,,,,,,,,
4/12/2012,4.9,4.9,4.9,4.8,46.37K,0.00%,0.1,0.020408163,7.2,3.9,0.63583815,-0.196653418,31.9,0.9,4.46333478,0.649659463,1.589235205,634,6.452048954,0.69019608,,,,,,,,,
4/13/2012,4.9,4.9,4.9,4.7,93.11K,0.00%,0.2,0.040816327,7.2,3.9,0.638435082,-0.194883257,31.9,0.9,4.456478929,0.648991857,1.589235205,635,6.453624999,0.69019608,,,,,,,,,
4/14/2012,5,4.9,5,4.9,63.89K,0.00%,0.1,0.02020202,7.2,3.9,0.64119171,-0.193012101,31.9,1,4.435116005,0.646904984,1.609437912,636,6.455198563,0.698970004,,,,,,,,,
4/15/2012,5,5,5,4.9,33.34K,0.00%,0.1,0.02,6.9,3.9,0.585048754,-0.232807941,31.9,1,4.428150766,0.646222399,1.609437912,637,6.456769656,0.698970004,,,,,,,,,
4/16/2012,4.9,5,5,4.9,31.16K,0.00%,0.1,0.02020202,6.9,3.9,0.5859375,-0.232148706,31.9,1.1,4.407244786,0.644167173,1.589235205,638,6.458338283,0.69019608,,,,,,,,,
4/17/2012,5,4.9,5,4.9,30.65K,1.01%,0.1,0.02020202,6.6,3.9,0.528375734,-0.277057136,31.9,1.1,4.400688953,0.643520673,1.609437912,639,6.459904454,0.698970004,,,,,,,,,
4/18/2012,5.1,5,5.2,5,79.13K,2.81%,0.2,0.03960396,6.6,3.9,0.529873528,-0.275827777,31.9,1.1,4.393980848,0.64285816,1.62924054,640,6.461468176,0.707570176,,,,,,,,,
4/19/2012,5.1,5.1,5.2,5.1,46.68K,0.00%,0.1,0.019607843,6.6,3.9,0.531496063,-0.274499948,31.9,1.1,4.387121951,0.642179707,1.62924054,641,6.463029457,0.707570176,,,,,,,,,
4/20/2012,5.3,5.1,5.5,5.1,104.07K,4.09%,0.4,0.076923077,6.4,3.9,0.493096647,-0.307067951,31.9,1.2,4.365892621,0.64007305,1.667706821,642,6.464588304,0.72427587,,,,,,,,,
4/21/2012,5.3,5.3,5.5,5.1,60.92K,-1.68%,0.4,0.075471698,6.4,3.9,0.494179662,-0.306115132,31.9,1.3,4.345069053,0.637996683,1.667706821,643,6.466144724,0.72427587,,,,,,,,,
4/22/2012,5.2,5.3,5.3,5.1,37.11K,-1.14%,0.2,0.038095238,6.4,3.9,0.495485576,-0.304968984,31.9,1.5,4.310800311,0.634557905,1.648658626,644,6.467698726,0.716003344,,,,,,,,,
4/23/2012,5,5.2,5.2,5,49.37K,-4.62%,0.2,0.039215686,6.3,3.9,0.477031802,-0.321452667,31.9,1.5,4.30511368,0.633984624,1.609437912,645,6.469250317,0.698970004,,,,,,,,,
4/24/2012,5.1,5,5.2,4.9,70.99K,2.82%,0.3,0.059405941,6.2,3.9,0.457863305,-0.339264162,31.9,1.5,4.299275447,0.63339527,1.62924054,646,6.470799504,0.707570176,,,,,,,,,
4/25/2012,5.1,5.1,5.2,5,35.64K,0.00%,0.2,0.039215686,6.2,3.9,0.458065944,-0.339071996,31.9,1.7,4.265536723,0.629973685,1.62924054,647,6.472346295,0.707570176,,,,,,,,,
4/26/2012,5.1,5.1,5.2,5,57.36K,0.00%,0.2,0.039215686,6.2,3.9,0.458268762,-0.338879745,31.9,1.7,4.260261266,0.629436234,1.62924054,648,6.473890696,0.707570176,,,,,,,,,
4/27/2012,5.1,5.1,5.1,5,25.87K,0.00%,0.1,0.019607843,6.2,3.9,0.458776596,-0.338398746,31.9,2,4.213218546,0.624613987,1.62924054,649,6.475432717,0.707570176,,,,,,,,,
4/28/2012,5,5.1,5.1,4.8,91.59K,-2.54%,0.3,0.059405941,6.2,3.9,0.459183673,-0.338013562,31.9,2,4.209805586,0.62426204,1.609437912,650,6.476972363,0.698970004,,,,,,,,,
4/29/2012,4.9,5,5,4.9,22.23K,-1.61%,0.1,0.02020202,6.2,3.9,0.459795646,-0.337435145,31.9,2,4.207533349,0.624027567,1.589235205,651,6.478509642,0.69019608,,,,,,,,,
4/30/2012,4.9,4.9,5,4.9,55.77K,0.00%,0.1,0.020408163,6.2,3.9,0.460409253,-0.336855957,31.9,2,4.204453519,0.623709556,1.589235205,652,6.480044562,0.69019608,,,,,,,,,
5/1/2012,5,4.9,5,4.9,36.68K,1.01%,0.1,0.02020202,6.2,3.9,0.461538462,-0.335792102,31.9,2,4.201539942,0.623408497,1.609437912,653,6.481577129,0.698970004,,,,,,,,,
5/2/2012,5.1,5,5.2,5,95.96K,1.40%,0.2,0.03960396,6.1,3.9,0.442458101,-0.354127849,31.9,2,4.198791936,0.623124354,1.62924054,654,6.483107351,0.707570176,,,,,,,,,
5/3/2012,5.1,5.1,5.2,5,35.42K,1.18%,0.2,0.039215686,6,3.9,0.423197492,-0.373456915,31.9,2,4.196047522,0.622840398,1.62924054,655,6.484635236,0.707570176,,,,,,,,,
5/4/2012,5.1,5.1,5.2,5.1,43.63K,-1.17%,0.1,0.019607843,6,3.9,0.423956931,-0.37267826,31.9,2,4.19314558,0.622539941,1.62924054,656,6.486160789,0.707570176,,,,,,,,,
5/5/2012,5.1,5.1,5.1,5,18.84K,0.00%,0.1,0.019607843,6,3.9,0.424528302,-0.372093351,31.9,2,4.190569443,0.622273042,1.62924054,657,6.487684018,0.707570176,,,,,,,,,
5/6/2012,5.1,5.1,5.1,5,19.30K,0.00%,0.1,0.019607843,6,3.9,0.424814565,-0.371800602,31.9,2,4.188157188,0.622022973,1.62924054,658,6.489204931,0.707570176,,,,,,,,,
5/7/2012,5.1,5.1,5.1,5,46.18K,0.00%,0.1,0.019607843,6,3.9,0.425388251,-0.371214509,31.9,2,4.186229382,0.621823022,1.62924054,659,6.490723535,0.707570176,,,,,,,,,
5/8/2012,5.1,5.1,5.1,5,68.20K,0.00%,0.1,0.019607843,6,3.9,0.425867508,-0.370725494,31.9,2,4.184142928,0.621606511,1.62924054,660,6.492239835,0.707570176,,,,,,,,,
5/9/2012,5,5.1,5.1,5,38.92K,0.00%,0.1,0.01980198,6,3.9,0.426636569,-0.369941922,31.9,2,4.185426654,0.621739736,1.609437912,661,6.49375384,0.698970004,,,,,,,,,
5/10/2012,4.8,5,5.1,4.8,69.98K,-3.77%,0.3,0.06122449,6,3.9,0.427698574,-0.368862197,31.9,2,4.18655056,0.62185634,1.568615918,662,6.495265556,0.681241237,,,,,,,,,
5/11/2012,5,4.8,5,4.8,63.13K,2.27%,0.2,0.040816327,5.8,3.9,0.387491502,-0.411737817,31.9,2,4.188639417,0.622072975,1.609437912,663,6.49677499,0.698970004,,,,,,,,,
5/12/2012,4.9,5,5,4.9,20.88K,0.00%,0.1,0.02020202,5.7,3.9,0.367597005,-0.434628036,31.9,2,4.193951272,0.62262338,1.589235205,664,6.498282149,0.69019608,,,,,,,,,
5/13/2012,4.9,4.9,5,4.9,14.05K,0.00%,0.1,0.020408163,5.5,3.9,0.327049739,-0.485386193,31.9,2,4.197661449,0.623007409,1.589235205,665,6.499787041,0.69019608,,,,,,,,,
5/14/2012,5,4.9,5,4.9,52.85K,1.62%,0.1,0.02020202,5.5,3.9,0.326678766,-0.485879094,31.9,2,4.200893029,0.623341623,1.609437912,666,6.501289671,0.698970004,,,,,,,,,
5/15/2012,5,5,5,4.9,44.14K,0.00%,0.1,0.02,5.5,3.9,0.326160815,-0.486568216,31.9,2,4.20574974,0.623843427,1.609437912,667,6.502790046,0.698970004,,,,,,,,,
5/16/2012,5.1,5,5.1,5,69.37K,0.99%,0.1,0.01980198,5.5,4.1,0.28487452,-0.545346394,31.9,2,4.209156125,0.624195035,1.62924054,668,6.504288174,0.707570176,,,,,,,,,
5/17/2012,5.1,5.1,5.1,5.1,26.62K,0.00%,0,0,5.5,4.1,0.284424379,-0.546033181,31.9,2,4.212080278,0.62449664,1.62924054,669,6.50578406,0.707570176,,,,,,,,,
5/18/2012,5.1,5.1,5.1,5.1,52.58K,0.00%,0,0,5.5,4.2,0.263572877,-0.579099283,31.9,2,4.214845711,0.624781681,1.62924054,670,6.507277712,0.707570176,,,,,,,,,
5/19/2012,5.1,5.1,5.1,5.1,23.16K,0.00%,0,0,5.5,4.2,0.263157895,-0.579783597,31.9,2,4.215659765,0.624865553,1.62924054,671,6.508769137,0.707570176,,,,,,,,,
5/20/2012,5.1,5.1,5.2,5.1,18.69K,0.00%,0.1,0.019607843,5.5,4.2,0.262744217,-0.580466833,31.9,2,4.217288817,0.625033344,1.62924054,672,6.510258341,0.707570176,,,,,,,,,
5/21/2012,5.1,5.1,5.1,5.1,33.62K,0.00%,0,0,5.5,4.3,0.242098184,-0.616008468,31.9,2,4.21989792,0.625301945,1.62924054,673,6.51174533,0.707570176,,,,,,,,,
5/22/2012,5.1,5.1,5.1,5.1,46.68K,0.00%,0,0,5.5,4.3,0.24171889,-0.616689409,31.9,2,4.223327271,0.625654737,1.62924054,674,6.513230111,0.707570176,,,,,,,,,
5/23/2012,5.1,5.1,5.2,5.1,52.96K,0.00%,0.1,0.019607843,5.5,4.3,0.241664802,-0.616786599,31.9,2,4.227089627,0.626041456,1.62924054,675,6.514712691,0.707570176,,,,,,,,,
5/24/2012,5.1,5.1,5.2,5.1,28.92K,0.00%,0.1,0.019607843,5.5,4.3,0.241610738,-0.616883768,31.9,2,4.232499515,0.626596917,1.62924054,676,6.516193076,0.707570176,,,,,,,,,
5/25/2012,5.2,5.1,5.2,5.1,23.08K,0.00%,0.1,0.019417476,5.5,4.3,0.241394725,-0.617272224,31.9,2,4.238417026,0.627203686,1.648658626,677,6.517671273,0.716003344,,,,,,,,,
5/26/2012,5.1,5.2,5.2,5.1,16.59K,-0.97%,0.1,0.019417476,5.5,4.3,0.241286863,-0.617466322,31.9,2,4.244020999,0.627777524,1.62924054,678,6.519147288,0.707570176,,,,,,,,,
5/27/2012,5.1,5.1,5.2,5.1,15.75K,0.00%,0.1,0.019607843,5.5,4.3,0.241232969,-0.617563339,31.9,2,4.249308881,0.628318301,1.62924054,679,6.520621128,0.707570176,,,,,,,,,
5/28/2012,5.1,5.1,5.2,5.1,27.56K,0.00%,0.1,0.019607843,5.5,4.3,0.241125251,-0.617757307,31.9,2,4.254775828,0.628876683,1.62924054,680,6.522092798,0.707570176,,,,,,,,,
5/29/2012,5.2,5.1,5.2,5,61.27K,0.00%,0.2,0.038834951,5.5,4.3,0.240963855,-0.618048097,31.9,2,4.260755837,0.629486648,1.648658626,681,6.523562306,0.716003344,,,,,,,,,
5/30/2012,5.1,5.2,5.2,5.1,39.94K,0.00%,0.1,0.019417476,5.5,4.3,0.240856378,-0.618241848,31.9,2,4.266752678,0.63009747,1.62924054,682,6.525029658,0.707570176,,,,,,,,,
5/31/2012,5.2,5.1,5.2,5.1,39.48K,0.00%,0.1,0.019417476,5.5,4.3,0.240588104,-0.61872585,31.9,2,4.274105115,0.630845199,1.648658626,683,6.52649486,0.716003344,,,,,,,,,
6/1/2012,5.3,5.2,5.3,5.2,44.69K,1.74%,0.1,0.019047619,5.5,4.3,0.240213523,-0.619402547,31.9,2,4.282995173,0.631747585,1.667706821,684,6.527957918,0.72427587,,,,,,,,,
6/2/2012,5.3,5.3,5.3,5.2,15.17K,0.00%,0.1,0.018867925,5.5,4.3,0.239946679,-0.619885257,31.9,2,4.298176519,0.633284247,1.667706821,685,6.529418838,0.72427587,,,,,,,,,
6/3/2012,5.2,5.3,5.3,5.2,12.68K,0.00%,0.1,0.019047619,5.5,4.3,0.239840107,-0.620078191,31.9,2,4.321493625,0.635633877,1.648658626,686,6.530877628,0.716003344,,,,,,,,,
6/4/2012,5.3,5.2,5.3,5.2,51.24K,1.15%,0.1,0.019047619,5.5,4.3,0.239680426,-0.620367432,31.9,2,4.341089897,0.637598779,1.667706821,687,6.532334292,0.72427587,,,,,,,,,
6/5/2012,5.4,5.3,5.5,5.2,83.93K,3.23%,0.3,0.056074766,5.5,4.3,0.239414764,-0.620849072,31.9,2,4.363829022,0.639867726,1.686398954,688,6.533788838,0.73239376,,,,,,,,,
6/6/2012,5.5,5.4,5.5,5.4,40.68K,0.00%,0.1,0.018348624,5.5,4.3,0.239096746,-0.621426335,31.9,2,4.396173212,0.643074796,1.704748092,689,6.535241271,0.740362689,,,,,,,,,
6/7/2012,5.6,5.5,5.6,5.4,48.07K,2.38%,0.2,0.036036036,5.6,4.3,0.25862069,-0.587336735,31.5,2,4.379703071,0.641444668,1.722766598,690,6.536691598,0.748188027,,,,,,,,,
6/8/2012,5.6,5.6,5.7,5.6,53.84K,0.00%,0.1,0.017857143,5.7,4.3,0.278022948,-0.555919356,29.4,2,4.10684954,0.613508792,1.722766598,691,6.538139824,0.748188027,,,,,,,,,
6/9/2012,5.6,5.6,5.7,5.5,37.12K,-1.24%,0.2,0.035714286,5.7,4.3,0.277594184,-0.556589638,25,2,3.473601456,0.540779988,1.722766598,692,6.539585956,0.748188027,,,,,,,,,
6/10/2012,5.5,5.6,5.6,5.4,24.40K,-1.62%,0.2,0.036036036,5.7,4.3,0.277227723,-0.557163342,25,2,3.486730074,0.542418328,1.704748092,693,6.541029999,0.740362689,,,,,,,,,
6/11/2012,5.6,5.5,5.6,5.4,40.26K,1.83%,0.2,0.036036036,5.7,4.3,0.277044855,-0.557449911,24.5,2,3.429305161,0.535206133,1.722766598,694,6.542471961,0.748188027,,,,,,,,,
6/12/2012,5.7,5.6,5.8,5.5,78.98K,2.33%,0.3,0.053097345,5.8,4.3,0.296638102,-0.527773067,20.5,2,2.836350653,0.452759921,1.740466175,695,6.543911846,0.755874856,,,,,,,,,
6/13/2012,5.9,5.7,6,5.7,57.24K,4.04%,0.3,0.051724138,6,4.3,0.335747202,-0.473987598,20,2,2.775313648,0.443312071,1.774952351,696,6.54534966,0.770852012,,,,,,,,,
6/14/2012,5.9,5.9,6,5.8,35.04K,0.00%,0.2,0.033898305,6,4.3,0.33530572,-0.474559038,19.9,2,2.775842291,0.443394788,1.774952351,697,6.546785411,0.770852012,,,,,,,,,
6/15/2012,6.5,5.9,6.6,5.9,65.64K,9.24%,0.7,0.112903226,6.6,4.3,0.45236014,-0.34451567,18.9,2,2.632511096,0.42037021,1.871802177,698,6.548219103,0.812913357,,,,,,,,,
6/16/2012,6.4,6.5,6.6,6.3,78.20K,-1.54%,0.3,0.046511628,6.6,4.3,0.451275343,-0.345558395,18.9,2,2.643000985,0.422097325,1.85629799,699,6.549650742,0.806179974,,,,,,,,,
6/17/2012,6.2,6.4,6.5,6.1,48.80K,-3.75%,0.4,0.063492063,6.6,4.3,0.449804433,-0.346976269,18.9,2,2.655173898,0.42409297,1.824549292,700,6.551080335,0.792391689,,,,,,,,,
6/18/2012,6.3,6.2,6.4,6,46.83K,2.44%,0.4,0.064,6.6,4.3,0.44834308,-0.348389529,18,2,2.525951557,0.402425017,1.840549633,701,6.552507887,0.799340549,,,,,,,,,
6/19/2012,6.5,6.3,6.5,6.3,43.88K,3.01%,0.2,0.03125,6.6,4.3,0.446698317,-0.349985684,18,2,2.538026945,0.404496228,1.871802177,702,6.553933404,0.812913357,,,,,,,,,
6/20/2012,6.7,6.5,6.7,6.4,64.07K,2.62%,0.3,0.045454545,6.7,4.3,0.464116889,-0.333372628,18,2,2.549995634,0.406539437,1.902107526,703,6.555356892,0.826074803,,,,,,,,,
6/21/2012,6.7,6.7,6.8,6.6,51.94K,0.00%,0.2,0.029850746,6.8,4.3,0.481386393,-0.31750619,18,2,2.56207774,0.408592303,1.902107526,704,6.556778356,0.826074803,,,,,,,,,
6/22/2012,6.6,6.7,6.8,6.4,56.82K,-1.95%,0.4,0.060150376,6.8,4.3,0.47943746,-0.319268036,18,2,2.574388362,0.410674064,1.887069649,705,6.558197803,0.819543936,,,,,,,,,
6/23/2012,6.4,6.6,6.7,6.4,20.12K,-1.83%,0.3,0.046153846,6.8,4.5,0.439397156,-0.357142759,18,2,2.587047045,0.412804326,1.85629799,706,6.559615237,0.806179974,,,,,,,,,
6/24/2012,6.3,6.4,6.5,6.3,33.95K,-1.24%,0.2,0.031496063,6.8,4.5,0.437817259,-0.358707122,18,2,2.599946576,0.414964424,1.840549633,707,6.561030666,0.799340549,,,,,,,,,
6/25/2012,6.3,6.3,6.4,6.2,62.64K,0.00%,0.2,0.031746032,6.8,4.6,0.417457306,-0.379387934,18,2,2.611806798,0.416941048,1.840549633,708,6.562444094,0.799340549,,,,,,,,,
6/26/2012,6.4,6.3,6.5,6.3,48.74K,1.90%,0.2,0.031496063,6.8,4.6,0.416053793,-0.380850515,17.5,2,2.542011143,0.40517745,1.85629799,709,6.563855527,0.806179974,,,,,,,,,
6/27/2012,6.7,6.4,6.7,6.4,41.98K,3.58%,0.3,0.045801527,6.8,4.6,0.41439933,-0.382580955,17.2,2,2.50440121,0.398703905,1.902107526,710,6.56526497,0.826074803,,,,,,,,,
6/28/2012,6.6,6.7,6.7,6.5,42.82K,0.00%,0.2,0.030075188,6.8,4.6,0.412930136,-0.384123421,17,2,2.482993197,0.39497553,1.887069649,711,6.56667243,0.819543936,,,,,,,,,
6/29/2012,6.7,6.6,6.7,6.5,26.30K,0.00%,0.2,0.030075188,6.8,4.6,0.41138583,-0.385750671,16.7,2,2.443751139,0.388056977,1.902107526,712,6.568077911,0.826074803,,,,,,,,,
6/30/2012,6.7,6.7,6.7,6.6,20.59K,0.00%,0.1,0.014925373,6.8,4.6,0.409768212,-0.387461735,16.5,2,2.420092368,0.383831942,1.902107526,713,6.56948142,0.826074803,,,,,,,,,
7/1/2012,6.6,6.7,6.7,6.5,20.58K,-0.90%,0.2,0.030075188,6.8,4.6,0.408415842,-0.388897421,16.5,2,2.42987007,0.385583052,1.887069649,714,6.570882962,0.819543936,,,,,,,,,
7/2/2012,6.8,6.6,6.8,6.6,32.36K,1.96%,0.2,0.029850746,6.8,4.6,0.406821451,-0.390596156,16.5,2,2.439502189,0.387301212,1.916922612,715,6.572282543,0.832508913,,,,,,,,,
7/3/2012,6.4,6.8,6.8,6.4,71.07K,-4.59%,0.4,0.060606061,6.8,4.6,0.405571487,-0.391932585,16.5,2,2.447964847,0.388805177,1.85629799,716,6.573680167,0.806179974,,,,,,,,,
7/4/2012,6.5,6.4,6.6,6.4,33.48K,0.93%,0.2,0.031007752,6.8,4.6,0.404246631,-0.393353591,16.5,2,2.455232882,0.390092692,1.871802177,717,6.575075841,0.812913357,,,,,,,,,
7/5/2012,6.7,6.5,6.8,6.5,45.35K,2.46%,0.3,0.045454545,6.8,4.6,0.402766477,-0.394946684,15.9,2,2.362514552,0.373374492,1.902107526,718,6.576469569,0.826074803,,,,,,,,,
7/6/2012,6.7,6.7,6.7,6.6,43.19K,0.00%,0.1,0.014925373,6.8,4.6,0.401134522,-0.396709961,15.7,2,2.337337571,0.36872144,1.902107526,719,6.577861358,0.826074803,,,,,,,,,
7/7/2012,6.8,6.7,6.9,6.6,37.99K,1.65%,0.3,0.044444444,6.9,4.7,0.399515738,-0.398466107,15.7,2,2.345560298,0.370246602,1.916922612,720,6.579251212,0.832508913,,,,,,,,,
7/8/2012,6.8,6.8,6.9,6.7,18.22K,0.00%,0.2,0.029411765,6.9,4.7,0.39798995,-0.400127895,15.7,2,2.35395189,0.371797583,1.916922612,721,6.580639137,0.832508913,,,,,,,,,
7/9/2012,7,6.8,7.1,6.7,61.64K,3.24%,0.4,0.057971014,7.1,4.7,0.432259356,-0.364255598,15.2,2,2.276507277,0.357269043,1.945910149,722,6.582025139,0.84509804,,,,,,,,,
7/10/2012,7.2,7,7.3,7,70.07K,2.56%,0.3,0.042253521,7.3,4.7,0.466135458,-0.33148786,14.9,2,2.232151323,0.348723633,1.974081026,723,6.583409222,0.857332496,,,,,,,,,
7/11/2012,7.2,7.2,7.3,7,41.89K,0.00%,0.3,0.041666667,7.3,4.7,0.464009518,-0.333473111,14.9,2,2.239370303,0.350125915,1.974081026,724,6.584791392,0.857332496,,,,,,,,,
