Date,Close/Last,Open,High,Low
1/18/2025,104860,103581,105416,104014
1/17/2025,103429,101480,104661,102729
1/16/2025,101217,99604.9,102089,99956.2
1/15/2025,99589.9,97187.2,100812,99301.1
1/14/2025,97183,95120.1,97702.7,96501.9
1/13/2025,94984.1,94552.9,95268.4,94359.5
1/12/2025,94524.3,94583.6,95906.9,93902.2
1/11/2025,94609.7,94061.8,94694.4,94297.1
1/10/2025,93910.4,93771,94723.6,93847.8
1/9/2025,93724,94428.6,93857.3,92474.1
1/8/2025,94312,96276.6,95323.1,93527.7
1/7/2025,96207.2,101689,97266.4,96145.8
1/6/2025,101787,99469.9,102678,101548
1/5/2025,99318.1,98355.8,99425.4,97932.3
1/4/2025,98383.3,97993.8,98511.7,98048.2
1/3/2025,97948.5,96793.3,98297.5,97808.9
1/2/2025,96766,95664.6,97292.9,96647.7
1/1/2025,95886,93527.3,95962.4,94381.2
12/31/2024,93631.3,92429.3,94425.3,93470
12/30/2024,92408.6,93260.9,92863.2,92036.2
12/29/2024,93468.7,95157.9,94220.2,93360.1
12/28/2024,95097,94561.7,95315.4,94811.1
12/27/2024,94534,96395.4,94669.2,94124.7
12/26/2024,96343.7,98958.1,96553.8,95391.1
12/25/2024,98395.5,98019.1,99922.5,98324
12/24/2024,98263.5,94345,98839.7,97722.3
12/23/2024,94142.8,96014.2,94855.1,93566.2
12/22/2024,95836.2,96985.3,96487.5,93751.2
12/21/2024,96219.2,97585.2,97422.2,96194.9
12/20/2024,97570.7,97300.6,97809.8,97190
12/19/2024,97414.3,100651,97803.2,95995.2
12/18/2024,100811,103889,101269,98909.9
12/17/2024,103696,106504,106478,103605
12/16/2024,106484,104675,106961,105686
12/15/2024,104508,102358,106569,104296
12/14/2024,102202,101686,102834,101235
12/13/2024,101700,100003,102633,101150
12/12/2024,100051,100677,100351,99214.2
12/11/2024,100656,97543.2,101828,100345
12/10/2024,97560.2,97024.7,97622.7,95689.5
12/9/2024,96719.3,99417.2,98131.6,95587.8
12/8/2024,99736,99165.8,100317,99354.5
12/7/2024,99939.7,100412,100442,98969
12/6/2024,99566.7,97881,100442,99099.3
12/5/2024,97954.1,103316,98795.8,96452
12/4/2024,103127,95998.3,103719,97949.1
12/3/2024,95833.3,95918.8,96606.5,95344.2
12/2/2024,95942.4,96728,96228.7,95407.8
12/1/2024,96642,96486.5,98082,96137.3
11/30/2024,96403.9,96688.1,96667.5,95721.8
11/29/2024,96672.1,96258.8,97461.9,96371.5
11/28/2024,96407.6,95760.2,96825.4,95405.7
11/27/2024,95649.2,92538.4,96549,94867.1
11/26/2024,92549.2,94300.6,93179.1,91795.5
11/25/2024,94440.2,97814.6,94909.3,92827.3
11/24/2024,97706.5,98188.2,98051.9,96953.4
11/23/2024,98096.2,98622.3,98552.6,97644
11/22/2024,98429.4,98804.5,98927.2,98341.8
11/21/2024,98817,97487.4,99289.3,97868.9
11/20/2024,96865.2,92147.2,96904.8,94063.8
11/19/2024,92191.1,91506.8,92419.7,91517.4
11/18/2024,91376,90445.6,91805.7,90378.7
11/17/2024,90532,90384.4,90916.6,89674.2
11/16/2024,90469.5,91274.6,90883.9,89387.7
11/15/2024,91239.9,87443.8,91673.9,90863.5
11/14/2024,87221.6,90100.6,88463.7,87118.8
11/13/2024,90015.6,87216,90523.2,89375.1
11/12/2024,86313.8,88474.4,88533.4,86313.8
11/11/2024,88728.2,81468,89436.1,86742.6
11/10/2024,81361.7,79079.2,81792.4,80231.8
11/9/2024,76383.3,76371.8,76793.8,75732.5
11/8/2024,76369.6,75849.1,76629.3,76147
11/7/2024,75901.8,74730.5,76359.5,75599
11/6/2024,74675.1,74457.1,75995.3,74627.8
11/5/2024,74552.9,68335.7,74954.6,69323
11/4/2024,68346,69038.4,68489.7,67473.6
11/3/2024,69121,68378.6,69483.4,68257.5
11/2/2024,68423,69660.6,69383.6,67882.5
11/1/2024,69671.2,69557.6,69896.9,69478.7
10/31/2024,69369.8,72551.6,70445.2,68860.5
10/30/2024,72354.7,72339.2,72589.8,72043.8
10/29/2024,72233.8,71181.8,72772.6,72016.4
10/28/2024,70943.7,67724.5,71521,69753.2
10/27/2024,67706.1,67279.1,68102.9,67673.6
10/26/2024,67032.2,66690.8,67119.5,66924.6
10/25/2024,66884.2,67995.5,67007,66443.8
10/24/2024,68017.3,67216.5,68266.6,67832.2
10/23/2024,67266.7,67074.9,67588,66510.6
10/22/2024,67342.3,67494,67441.1,67134.3
10/21/2024,67362.9,68936.7,67684,66609.4
10/20/2024,68883.8,68187.5,69490.8,68599.2
10/19/2024,68165.6,68448.7,68444.7,67443.9
10/18/2024,68498.7,67555.8,68688.8,68306.6
10/17/2024,67633.2,67604.5,68201.3,67190.9
10/16/2024,67656.3,67096.7,67933.5,67416.8
10/15/2024,67171.2,65392.1,67557.2,66766.6
10/14/2024,65448.3,64277.3,66317.5,65379
10/13/2024,64052.6,62703.2,64186.6,62463.7
10/12/2024,62707.2,62565.8,63284.6,62680
10/11/2024,62538,60612.4,63037.9,62486.1
10/10/2024,60659.6,60857.1,60698.5,60080.6
10/9/2024,60888.8,62389.1,60947.5,60370.7
10/8/2024,62369.5,62624.1,62479.3,62010.1
10/7/2024,62596.4,63529.7,62802,62166.9
10/6/2024,63510.8,61886.2,63958.3,62670.2
10/5/2024,61920.9,61861.7,62145.7,61889.5
10/4/2024,61931.3,60950.6,62192.7,61705.7
10/3/2024,60970,61463.2,61269.6,60469.3
10/2/2024,61336.2,61748.2,61371.1,60544
10/1/2024,61774.4,63722.2,61877.5,60752.2
9/30/2024,63686.5,64546.9,63734.1,63007.7
9/29/2024,64520.2,65817.3,65607,64215.2
9/28/2024,65756.2,65989,65980.8,65654.8
9/27/2024,66069.1,65373.5,66232.5,65732.7
9/26/2024,65355,63502.3,65355,64839.2
9/25/2024,63503.9,64456.8,63537.2,62693.3
9/24/2024,64401.6,63125.5,64788.5,64018.9
9/23/2024,63130,64350.8,63394.4,62740.8
9/22/2024,64414.3,63108.5,64723.4,62650
9/21/2024,63084.3,62889.9,63441.2,62836.9
9/20/2024,62952.5,63705.7,63285.7,62829.2
9/19/2024,63563.7,62116,63563.7,62624.8
9/18/2024,62087.1,60513.2,62539.8,61596.5
9/17/2024,60579.3,58056,60755,59911.2
9/16/2024,58111.1,58576.1,58342.4,57630.2
9/15/2024,58562,60160,59204.3,58138.6
9/14/2024,60145.7,60295,60268.2,59994.1
9/13/2024,60350.7,58053,60609.4,60293.7
9/12/2024,57907.8,57946.6,58240.7,57882.8
9/11/2024,58259.2,56926.3,58445.7,57335.5
9/10/2024,56777.6,56777.3,57726.1,56704.8
9/9/2024,56595.3,55119.8,57059.9,56584.5
9/8/2024,55184.9,54340.2,55337.4,54740.2
9/7/2024,54179,52865.6,54819.2,53754.3
9/6/2024,53836.6,56593.9,54066.6,53754.3
9/5/2024,56680.2,57123.4,56844.8,55996.7
9/4/2024,57118.7,56653.4,58318.9,56956.4
9/3/2024,56734.5,59109.7,57929.8,55732.1
9/2/2024,59131.2,57757.5,59799.7,59046.8
9/1/2024,57647,58526.1,57736.6,57185.8
8/31/2024,58604.2,59237.3,59058.7,58289.1
8/30/2024,59254.6,59036.3,59447,59084
8/29/2024,59076.9,59143.5,59480.7,58923.6
8/28/2024,59192.7,62764.5,59649.3,58932.1
8/27/2024,59309.4,62920.6,59448.3,58932.1
8/26/2024,62960,64118.4,63201.4,62671
8/25/2024,64095.5,64108.3,64472.5,63812.9
8/24/2024,64210.3,63635.4,64458.9,63643.2
8/23/2024,63817.1,60597,64178,63643.2
8/22/2024,60581.8,60552.2,60922.2,60354.4
8/21/2024,60445.6,59299.9,61213.1,59815.8
8/20/2024,59233.1,60604.6,59512.4,58831.1
8/19/2024,60587.7,58743.2,60878.5,59382.1
8/18/2024,58731.8,59340.4,58760.8,58274.7
8/17/2024,59515.1,59154.9,60210.3,59395.3
8/16/2024,59041.2,57892.4,59387.4,58825.5
8/15/2024,57900.2,58443.1,58374.2,57129.1
8/14/2024,58475.9,60966,59047.2,58076.7
8/13/2024,61064.2,59030.1,61268.5,60437.2
8/12/2024,58960.6,58511.4,59908.7,58890
8/11/2024,58554.6,61097.5,59072.8,58283.4
8/10/2024,61116.2,60441.2,61361.6,60902.1
8/9/2024,60507.3,61365.8,61344.5,60322.5
8/8/2024,61285.7,57079.9,61712.3,60818.5
8/7/2024,57209.1,56883.1,57635.7,54786.9
8/6/2024,56789.1,55682.9,57260.5,55641.3
8/5/2024,55701.4,53942.4,56228.6,53998.2
8/4/2024,54162.3,60731.1,58291.4,52659.8
8/3/2024,60379.5,61989,62184.2,59914.6
8/2/2024,61813.9,64598.8,61847.5,60532.9
8/1/2024,64471.7,63941.2,65567.1,63697.1
7/31/2024,64036.6,66070.9,64827.6,63763.1
7/30/2024,66047,66609.6,66395.5,65912.2
7/29/2024,66545.2,69350.6,66868.2,65896.9
7/28/2024,69349.9,67945.1,69762,68178.7
7/27/2024,68039.2,67802,68279,67392.9
7/26/2024,67792.4,67049.9,68080.2,67647
7/25/2024,67092,64113.7,67438.5,65764.3
7/24/2024,63991.8,66054.4,65615.9,63914.4
7/23/2024,66054.5,67649.9,66105.3,65481.1
7/22/2024,67486.8,67051.3,68468.9,67484.7
7/21/2024,67923.6,67292.3,68468.9,67787.9
7/20/2024,67192.6,66583.4,67395.4,66977
7/19/2024,66670.6,63814.4,66825.6,66257.4
7/18/2024,64290.3,64700.2,64365,63326.1
7/17/2024,64919.9,65621.9,65040.1,63923.3
7/16/2024,65758,64762.8,66051.5,64975.5
7/15/2024,64773.5,62653.1,64953.4,64457.3
7/14/2024,62704.3,59483.5,62745.4,60678.8
7/13/2024,59388.6,57813.8,59837.8,59207.9
7/12/2024,57861.7,56918,57976.9,57770.6
7/11/2024,56919.7,57566.6,57563.2,56575.7
7/10/2024,57454.5,58181.8,58350.3,57095
7/9/2024,58151,57167.8,58152.7,57376.9
7/8/2024,57200.8,55174.9,57299.2,56306.3
7/7/2024,55155.5,57969.3,56017,54320
7/6/2024,57860.7,56592.1,58258.7,57860
7/5/2024,56399.9,55226.5,56975.7,56198
7/4/2024,55337.8,59102.9,57471.1,55109
7/3/2024,59045.5,60957.5,60463,58055.4
7/2/2024,60947.2,63118.8,62263.6,60756.9
7/1/2024,63111.8,63426.4,63257,62794
6/30/2024,63434,60888.4,63786.8,62583.4
6/29/2024,60917.5,60738.1,61061.8,60757.7
6/28/2024,60745,61814.6,60979.2,60382.8
6/27/2024,61805.1,61006.2,62175.4,61478
6/26/2024,61028.5,61934.9,61206.4,60786.4
6/25/2024,61963.8,61299.1,62469.4,61652.7
6/24/2024,61376.3,62857.1,61585.5,60262.2
6/23/2024,62914.2,64420,63357.1,62732.8
6/22/2024,64460.6,64319.4,64518.9,64261
6/21/2024,64275.7,64512.9,64335.6,63944
6/20/2024,64696.4,65179,65054.9,64638.5
6/19/2024,65294.2,65464.7,65706.4,64843.9
6/18/2024,65430.8,65483.4,65561.2,64843.9
6/17/2024,65502.2,66231.8,66571.2,64589.4
6/16/2024,66290.6,66139.5,66893,66243.9
6/15/2024,66039.1,65735.1,66446.4,65895.1
6/14/2024,66235,66736.2,66274.7,65976.2
6/13/2024,66738.9,67455.8,67018,66495.9
6/12/2024,67322.9,67403.4,68384.6,67014.5
6/11/2024,67389.8,68456.9,67577.8,66911.5
6/10/2024,68320.5,69612.3,69573.3,67969.3
6/9/2024,69611.8,69259.7,69798.1,69426
6/8/2024,69275,69439.3,69337.4,69136.7
6/7/2024,69485.6,70990.7,69514.7,69295.1
6/6/2024,70979.2,71053.3,70998,70668
6/5/2024,71053.7,70838.6,71237.8,70910.1
6/4/2024,70873.9,69136.7,71224.5,70433.2
6/3/2024,69154.6,68408.1,69361.6,68707.9
6/2/2024,68441.3,67712.6,68778.1,67616.8
6/1/2024,67796.6,67715,67893.3,67641.1
5/31/2024,67715.5,68535.6,67746.5,67449.6
5/30/2024,68611.5,68093.5,68705.8,68292.7
5/29/2024,68144.4,68670.2,68183,67462.6
5/28/2024,67796,68392.8,69560.7,67496.1
5/27/2024,67914.3,68872.3,69560.7,67795.6
5/26/2024,68839.7,69073.2,69283.6,68480.4
5/25/2024,69124.7,68754.3,69310.6,68849.1
5/24/2024,68759.5,67876.9,68889.9,68516.1
5/23/2024,67910.7,69436.6,68002,67635.1
5/22/2024,69337,69952.2,69594.4,69166.3
5/21/2024,69917.4,71272.9,70343.9,69829.5
5/20/2024,71369.6,66676,71872,70754.4
5/19/2024,66680.9,67169.1,66755.5,66076.5
5/18/2024,67151.9,66951.7,67284.6,66843.6
5/17/2024,66930.2,65595.8,67048.7,66752.3
5/16/2024,65646.9,65984.6,65834.2,65121.7
5/15/2024,66032.2,61945.6,66643.9,65817
5/14/2024,61915.9,62479.7,62018,61357.5
5/13/2024,62403.7,61172.3,63102.6,62386.1
5/12/2024,61071.9,60929.7,61790,60779
5/11/2024,60905.6,60723.8,61101.1,60806.6
5/10/2024,60745.9,62916.1,61076.9,60673.4
5/9/2024,62864.3,61678.5,63090.7,62669.2
5/8/2024,61717.8,62895.6,61773.6,61152
5/7/2024,62945.3,63239.5,62950,62166.2
5/6/2024,63238.4,63875.3,63955.5,62918.3
5/5/2024,63816.5,63238,64459.5,63722
5/4/2024,63203.2,62710.5,64143.8,62923.9
5/3/2024,62703.2,59727.3,63515.4,62599.1
5/2/2024,57921.5,57131.4,58560.2,56989.8
5/1/2024,57526.5,60241.3,58560.2,56989.8
4/30/2024,60222.8,63646.4,60827.5,59590.2
4/29/2024,63650.4,62249.1,64700.2,63142.8
4/28/2024,62655,64016.8,63331.8,62469.7
4/27/2024,64057.3,63081.4,64346.1,63457.9
4/26/2024,63127.6,64370.4,63916.7,62507.7
4/25/2024,64366.3,64281,64635,63927.7
4/24/2024,64341.2,66597.6,64728.3,63901.7
4/23/2024,66615.3,66450,66882.6,66396.6
4/22/2024,66515.8,65711.6,67180,66499.9
4/21/2024,66003.1,65190.7,66018.1,64527.5
4/20/2024,64674.8,64377,65375.6,63131.7
4/19/2024,63899.8,61787.5,64139.3,63131.7
4/18/2024,61830.2,61657,63480.5,59693.3
4/17/2024,61995.9,63844.6,62171.5,60970.8
4/16/2024,63778.5,63401.8,64289.5,63608.5
4/15/2024,62919.1,65158.6,63890,62802.5
4/14/2024,65253.9,63085.6,65875.2,64983.4
4/13/2024,63152.3,66528.9,64307.9,62174.7
4/12/2024,66980.3,70985,67133,65784.7
4/11/2024,70856.7,70851.6,70972.9,70005.4
4/10/2024,69202.6,69231.1,69574.9,67570
4/9/2024,68721.1,71723.5,71737.2,68615
4/8/2024,71262.2,69451.6,71737.2,70902.3
4/7/2024,69393,69419.5,69788.6,69110.5
4/6/2024,69409.1,67797.7,69739.7,68849.4
4/5/2024,67740.6,67872.1,68053.3,67467.2
4/4/2024,67649.3,65749,68692.2,67472.8
4/3/2024,65674,66227.2,66349,65541
4/2/2024,66135.4,66712.8,66135.4,64559
4/1/2024,69828.9,71332,71329.3,68175.9
3/31/2024,70615.8,69918.6,71329.3,70543.6
3/30/2024,69926.6,69781,70143.2,69576.6
3/29/2024,69820,70446.8,70158.9,69736.1
3/28/2024,70447.1,69302.4,70907,70315.6
3/27/2024,69240.4,70382.1,69913.7,68956.9
3/26/2024,70443.3,70438.6,70714.1,69839.3
3/25/2024,70508.4,67322.5,70603.1,69754.8
3/24/2024,66979.5,63980.1,67288.3,66395
3/23/2024,64118.4,63570.4,64684,63938.1
3/22/2024,63389,65968.6,64324.3,63074.9
3/21/2024,65947.2,66746.4,66133.9,65151.8
3/20/2024,66467.4,61826.5,68161.7,66463.6
3/19/2024,62394,65860.5,63397.2,61859.5
3/15/2024,68361.4,73589.3,72398.1,67105.8
3/14/2024,68937.1,73257.1,72398.1,67110.1
3/13/2024,73237.7,72034.3,73285.3,72530.5
3/12/2024,72074.4,71606.2,72193.5,71338.4
3/11/2024,71670.1,68600.2,72467.1,71519.9
3/10/2024,68506.2,69169.7,68966.1,67452.8
3/9/2024,69484.5,68298.6,69676.4,68250.3
3/8/2024,68289.5,67152.1,68343.7,67923.9
3/7/2024,67072.9,65862.1,67270.9,66787.8
8/10/2023,29476.1,29610.8,29489.8,29443.4
8/9/2023,29579.8,29713.4,29653.6,29562.4
8/8/2023,29706.4,29189.1,29882,29666
8/7/2023,29199.3,29154.2,29253.3,29137.7
8/6/2023,29152.3,29058.7,29215.2,29011.8
8/5/2023,29056.4,29082.7,29074.8,29032.3
8/4/2023,29085.5,29155.9,29139.3,29061.5
8/3/2023,29142.2,29174.8,29241.8,29109.1
8/2/2023,29155.2,29627.2,29266.1,29127.1
8/1/2023,29671.7,28835.3,30025.9,29660.5
7/31/2023,28847.9,29418.7,29343.1,28834.5
7/30/2023,29437.3,29316.3,29502.3,29264.9
7/29/2023,29382.4,29258.9,29400.1,29299
7/28/2023,29371.9,29252.4,29394.2,29299
7/27/2023,29215.2,29405.9,29294.4,29188.6
7/26/2023,29436.8,29243.8,29450.3,29307.9
7/25/2023,29250.5,29107.9,29394.4,29109.7
7/24/2023,29116.7,29717.3,29184.1,29058.7
7/23/2023,29699,29847.4,30098.2,29678.2
7/22/2023,29854.3,29908.6,29893.7,29735.7
7/21/2023,29926,29898.5,29986.8,29901.6
7/20/2023,29910.6,29950,29945.5,29741.7
7/19/2023,29943.2,30059.5,30044.8,29895.8
7/18/2023,30070.6,30077.7,30077.8,29842.3
7/17/2023,30087.2,30314.2,30242.4,30084.6
7/16/2023,30306.6,30192,30335.9,30197.2
7/15/2023,30225.8,30297.1,30333.9,30075.4
7/14/2023,30323.5,31462.5,30395.4,30246.9
7/13/2023,31425.4,30298.2,31602.6,31343.2
7/12/2023,30285.9,30591.4,30434.4,30279.7
7/11/2023,30595.4,30482.5,30654.3,30500.2
7/10/2023,30466.5,30158,30598.5,30367.8
7/9/2023,30179.2,30289.6,30242.4,29969.1
7/8/2023,30312.4,30277.1,30404.7,30252.1
7/7/2023,30281,30138.6,30379.9,30262.4
7/6/2023,30114,30499.9,30161,29757.4
7/5/2023,30502.8,30834,30559,30353.6
7/4/2023,30849.8,31262.2,30861.7,30756.3
7/3/2023,31241.8,30756.8,31326.5,31101.8
7/2/2023,30779.8,30544.1,30790.4,30594.4
7/1/2023,30505,30424.4,30650.1,30481.5
6/30/2023,30393.8,30664,30530.6,30377.6
6/29/2023,30722.2,30175.2,30858.1,30354.6
6/28/2023,30151.9,30453.5,30243.8,30051.3
6/27/2023,30460.8,30371.6,30703.4,30362.5
6/26/2023,30370.1,30299.5,30485.7,30231.3
6/25/2023,30285.5,30752.1,30543.1,30012.8
6/24/2023,30768,30749.2,30768,30474.1
6/23/2023,30742.5,30010.7,30793.8,30434.3
6/22/2023,30013.6,30296.3,30046.6,29822.6
6/21/2023,30299.3,28710.4,30497.8,29899
6/20/2023,28724.6,26893.1,28985.5,28270.5
6/19/2023,26915.9,26391.3,27152.7,26798.7
6/18/2023,26411.3,26546.1,26465.9,26295.1
6/17/2023,26539.8,26258.4,26543,26410.5
6/16/2023,26262.8,25559.3,26362.7,26183.5
6/15/2023,25564.2,25061.9,25591.9,25451.4
6/14/2023,25083.1,25987,25205.7,25040.9
6/13/2023,25982.2,26058.4,26051.2,25914.1
6/12/2023,26083.8,25795,26138.6,25824
6/11/2023,25796.6,25730.4,26006,25635
6/10/2023,25742.6,26329.8,25862.3,25728.2
6/9/2023,26336.1,26490.7,26525.1,26298.9
6/8/2023,26495.3,26341.5,26592,26326.7
6/7/2023,26298.4,26909.2,26470.6,26231.3
6/6/2023,26892.5,25733,27342,26730.6
6/5/2023,25729.8,26845.4,25791,25611.1
6/4/2023,26859.9,27062.3,27125.5,26817.4
6/3/2023,27062.6,27146.2,27096.7,26956.1
6/2/2023,27141.6,27007.5,27246,27114
6/1/2023,26943.2,26781.7,26980,26541.3
5/31/2023,26777.9,27658.3,27340.9,26662.3
5/30/2023,27689.8,27835.5,27825,27606.6
5/29/2023,27830.7,27972.8,27925.7,27605.5
5/28/2023,28060.6,27188.4,28431.2,28057.8
5/27/2023,27161.9,26754.6,27172.4,26788.5
5/26/2023,26765.4,26436.6,26775.2,26639
5/25/2023,26438,26186.9,26534.7,26384.4
5/24/2023,26192.6,26785.5,26381.8,25892.5
5/23/2023,26759.1,27371.1,27220.7,26686.4
5/22/2023,27381.4,26645.8,27414.3,26804.1
5/21/2023,26650.7,27178.1,26780.7,26546.1
5/20/2023,27193,26867.7,27257.1,27066.5
5/19/2023,26867.4,26802.9,26899.3,26831.3
5/18/2023,26839.2,27352.9,26914.8,26751.2
5/17/2023,27358.6,27073.2,27467,27296.5
5/16/2023,27102.3,27083,27215.1,26984.1
5/15/2023,27115.5,27168.1,27295.3,26881.9
5/14/2023,27232.4,26868,27284.3,26752.1
5/13/2023,26845.8,26783.5,26850.6,26609.9
5/12/2023,26823.7,26636.6,26974,26695.6
5/11/2023,26615,27445,27044,26559.2
5/10/2023,27451.8,27691,27607.4,27402.7
5/9/2023,27692.2,27639.5,27808.4,27627.2
5/8/2023,27592.7,28203.9,27745.6,27552.9
5/7/2023,28184,28806.3,28627.8,28056.2
5/6/2023,28811.3,29357.3,29122,28754.8
5/5/2023,29357.6,29197.3,29816.4,29353.1
5/4/2023,29179.9,29100.2,29490.5,28825.3
5/3/2023,29027.6,28525.8,29187,28956
5/2/2023,28536.4,28040.2,28682.7,28370.3
5/1/2023,28020.7,28563.2,28142.7,27928.2
4/30/2023,28560.9,29179.8,29329.6,28432.6
4/29/2023,29193.7,29367.6,29235.1,29095
4/28/2023,29367.8,29420.1,29400.8,29217.4
4/27/2023,29405,28875,29587.1,29334.2
4/26/2023,29030,28311.6,29414,28392.4
